ect,10646
hou,5553
enron,5052
please,2547
gas,2513
deal,2319
subject,2297
com,2204
meter,1997
hpl,1965
cc,1923
pm,1908
daren,1561
thanks,1549
e,1443
corp,1361
know,1256
need,1165
new,1118
mmbtu,1114
forwarded,1062
j,1054
may,1052
see,952
farmer,942
let,940
get,917
attached,878
company,871
price,856
information,854
http,851
would,842
l,812
xls,811
day,804
us,780
time,732
contract,721
month,718
message,718
th,708
volume,707
one,702
nom,692
sitara,682
texas,669
robert,642
volumes,639
mail,636
energy,634
deals,633
questions,629
pec,610
change,609
p,596
sent,588
production,578
flow,577
ena,577
email,576
also,574
call,566
bob,562
file,559
www,546
x,529
following,515
like,493
back,486
b,485
daily,484
nomination,481
c,462
gary,457
want,455
mary,452
per,448
ticket,441
report,439
could,436
contact,431
list,429
april,428
march,423
make,422
days,422
original,421
plant,418
july,411
effective,407
font,397
system,396
business,395
number,394
today,393
sale,393
teco,389
forward,383
first,380
help,379
well,378
order,374
take,369
tenaska,369
use,368
melissa,366
changes,364
vance,361
go,358
r,354
sales,353
free,352
inc,351
agreement,347
purchase,341
set,339
ami,338
line,334
oil,334
june,331
click,330
january,330
jackie,326
north,323
pat,319
w,318
fw,315
last,311
statements,311
transport,309
less,307
next,307
houston,307
america,306
name,305
td,303
request,302
two,301
smith,301
tap,301
julie,301
needs,300
aimee,299
thank,298
management,298
within,298
k,297
noms,297
think,296
week,295
work,293
service,293
group,291
based,290
send,290
due,290
october,290
year,289
office,288
date,288
net,287
available,287
h,286
actuals,286
pipeline,283
made,281
friday,280
george,279
f,277
desk,277
august,276
services,274
lisa,273
iv,270
hsc,270
phone,267
total,267
david,267
look,266
susan,265
n,262
point,262
money,261
currently,259
chokshi,259
size,257
looking,256
delivery,256
cotten,256
best,254
taylor,254
still,253
september,253
megan,253
mark,251
online,250
fax,249
tu,249
fyi,246
find,244
account,244
november,244
high,243
duke,242
sure,241
co,241
meeting,238
team,238
actual,237
feb,236
tom,235
steve,233
activity,232
fuel,232
u,231
future,231
process,231
market,231
michael,231
pills,230
supply,230
product,229
stock,229
give,229
going,228
check,227
good,226
issue,226
monday,226
february,226
global,225
tickets,225
spot,224
jan,222
since,222
young,221
december,221
rate,220
eastrans,220
counterparty,219
height,218
revised,218
receive,217
utilities,216
clynes,216
hplc,216
received,215
address,215
products,215
many,215
john,215
end,214
show,212
resources,212
hours,212
meters,212
g,210
wellhead,209
investment,207
unify,207
said,206
keep,206
prices,204
na,204
link,204
note,204
contracts,203
info,202
people,201
term,201
data,201
way,199
without,199
pg,198
additional,197
pt,197
graves,197
txu,196
pay,195
place,194
right,192
natural,190
review,190
done,190
tuesday,189
width,189
buy,188
brian,188
thru,188
lloyd,188
must,187
securities,187
manager,187
transaction,187
tx,187
put,186
id,186
fee,186
control,186
provide,186
nominations,186
customer,185
thursday,185
entered,185
lannou,185
offer,184
created,183
internet,182
home,182
hplno,182
lee,181
special,180
able,180
current,179
numbers,179
trading,178
great,178
issues,178
hanks,178
meyers,178
continue,177
demand,176
customers,176
marketing,176
v,175
center,174
trade,174
much,173
create,173
st,173
correct,173
doc,173
start,172
visit,172
needed,172
reply,171
dec,171
possible,170
rita,170
world,169
news,169
come,169
ls,169
site,167
copy,167
support,167
regarding,167
james,167
used,166
scheduled,166
iferc,166
prior,165
however,165
howard,165
long,164
months,164
every,164
pricing,164
allocated,164
development,163
access,162
soon,162
even,161
section,161
pefs,160
save,159
believe,158
gcs,158
cec,158
million,157
problem,157
someone,157
stop,156
field,156
performance,156
mike,156
fuels,155
deliveries,155
anything,154
part,154
carlos,154
path,154
plan,153
risk,153
via,152
three,152
sell,152
period,152
jones,152
enronxgate,152
paid,151
katherine,151
survey,151
companies,150
financial,150
logistics,150
using,149
add,149
update,149
family,149
equistar,149
increase,148
invoice,148
anita,148
hplo,148
web,147
software,147
form,147
buyback,147
top,146
firm,146
wynne,146
another,145
operations,145
allocation,145
power,144
windows,144
spreadsheet,144
sherlyn,144
zero,143
include,142
katy,142
either,141
international,140
color,140
interest,140
gathering,140
tr,140
wednesday,140
getting,139
operating,139
corporation,139
camp,139
working,138
feel,138
old,138
scheduling,138
hi,137
security,136
storage,136
accounting,135
allen,135
computron,135
face,134
project,134
agree,133
ces,133
viagra,132
move,132
microsoft,132
entex,132
clem,132
flowed,132
works,131
page,131
align,131
party,131
stephanie,131
morning,130
employees,130
aep,130
read,129
got,129
valley,129
calpine,129
fred,129
better,128
including,128
might,128
city,128
index,128
position,127
called,127
sept,127
weissman,127
follow,126
changed,126
advise,126
remove,125
cost,125
already,125
pops,125
acton,124
details,123
past,123
advice,123
professional,123
href,123
error,123
cotton,123
imbalance,123
darren,123
quality,122
limited,122
act,122
provided,122
charlie,121
ranch,121
type,120
notice,120
coastal,120
brenda,120
book,119
tomorrow,119
person,119
thu,119
pipe,119
carthage,119
complete,118
everyone,118
results,118
scott,118
around,117
schedule,117
anyone,117
full,117
something,117
confirm,116
stocks,116
union,116
hope,116
state,116
stone,116
rates,115
credit,115
wanted,115
amount,115
program,115
swing,115
follows,115
lst,115
ic,115
donna,115
united,114
valid,114
requested,114
midcon,114
cialis,113
suite,113
cover,113
dollars,113
dave,113
website,113
im,113
redeliveries,113
stacey,112
little,112
shut,112
love,112
lsk,112
cornhusker,112
extend,111
canada,111
parker,111
vlt,111
style,110
extended,110
donald,110
rodriguez,110
low,109
thought,109
adobe,109
unsubscribe,109
beginning,109
beaumont,109
luong,109
schumack,109
weekend,108
left,108
cut,108
big,108
offers,108
loss,107
exchange,107
never,107
real,107
case,107
updated,107
problems,107
border,107
ray,107
east,106
yet,106
lauri,106
victor,106
mobil,105
revision,105
second,104
soft,104
cd,104
br,104
release,104
central,104
content,104
direct,103
meds,103
xp,103
mid,103
location,103
listed,103
producer,103
methanol,103
else,102
try,102
enter,102
feedback,102
regards,101
necessary,101
payment,101
always,101
china,101
confirmed,101
ever,100
items,100
fact,100
cash,100
unit,100
handle,100
richard,100
shipping,99
letter,99
image,99
shows,99
zone,99
clear,99
src,99
jeff,99
dfarmer,99
newsletter,98
estimates,98
years,98
nd,98
tess,98
nominated,98
exxon,98
poorman,98
bryan,98
valero,98
prescription,97
portfolio,97
personal,97
probably,97
al,97
monthly,97
exploration,97
intended,97
jim,97
ken,97
really,96
html,96
addition,96
download,96
president,96
cheryl,96
hplnl,96
herod,96
reinhardt,96
side,95
technology,95
view,95
run,95
close,95
receipt,95
approval,95
sorry,95
karen,95
cleburne,95
found,94
added,94
question,94
shares,94
expected,94
janet,94
cynthia,94
final,93
reports,93
different,93
cannot,93
basis,93
apache,93
approximately,93
charge,92
application,92
el,92
thomas,92
sat,91
ask,91
capital,91
remember,91
meet,91
area,91
ltd,91
things,91
therefore,91
afternoon,91
easy,90
included,90
interested,90
states,90
completed,90
terms,90
several,90
edward,90
albrecht,90
gco,90
baumbach,90
required,89
watch,89
small,89
weeks,89
commercial,89
together,89
mcf,89
transfer,89
track,89
bill,89
lsp,89
eol,89
waha,89
life,88
voip,88
industry,88
return,88
aepin,88
open,87
requirements,87
write,87
growth,87
tell,87
devon,87
lp,87
enserch,87
liz,87
outage,87
major,86
expect,86
wish,86
drive,86
industrial,86
points,86
discuss,86
dy,86
action,85
coming,85
priced,85
cause,85
investing,85
assistance,85
longer,85
oasis,85
physical,85
tejas,85
south,84
legal,84
transportation,84
fill,83
orders,83
man,83
computer,83
country,83
facility,83
late,83
latest,83
times,83
general,83
lamphier,83
papayoti,83
code,82
private,82
server,82
reason,82
impact,82
star,82
purchases,82
version,82
status,82
jennifer,82
vacation,82
everything,81
voice,81
yahoo,81
given,81
estimate,81
training,81
elizabeth,81
pathed,81
ees,81
employee,81
mccoy,81
material,80
systems,80
level,80
bank,80
verify,80
expedia,80
source,79
third,79
response,79
base,79
trying,79
hesse,79
cernosek,79
important,78
value,78
options,78
ready,78
mr,78
told,78
mailto,78
bellamy,78
saturday,78
later,77
hard,77
potential,77
hey,77
oct,77
talk,77
nov,77
avila,77
health,76
cs,76
drugs,76
away,76
short,76
neal,76
hall,76
bridge,76
etc,76
mg,76
valign,76
rd,76
cdnow,76
worldwide,75
kind,75
understanding,75
sun,75
aware,75
ms,75
asked,75
says,75
staff,75
gpgfin,75
activities,75
text,74
god,74
begin,74
box,74
strong,74
allow,74
events,74
ensure,74
paliourg,74
purchased,74
settlements,74
mm,74
travel,73
mentioned,73
ability,73
quick,73
notes,73
registered,73
de,73
markets,73
williams,73
showing,73
beverly,73
moopid,73
hotlist,73
additionally,73
game,73
withers,73
kcs,73
enerfin,73
related,72
plans,72
users,72
referenced,72
dear,72
immediately,72
moved,72
king,72
nguyen,72
aol,72
riley,72
pain,71
lone,71
tabs,71
bring,71
assets,71
care,71
wants,71
delivered,71
guys,71
department,71
though,71
according,71
lamadrid,71
eileen,71
sandi,71
hesco,71
easttexas,71
night,70
approved,70
costs,70
removed,70
distribution,70
businesses,70
php,70
tax,70
public,70
starting,70
chance,70
spoke,70
play,70
estimated,70
enrononline,70
takes,69
early,69
taking,69
processing,69
sold,69
capacity,69
charlotte,69
informed,69
bruce,69
superty,69
strangers,69
paso,69
boas,69
four,68
channel,68
directly,68
expectations,68
whole,68
dow,68
upon,68
making,68
delta,68
stella,68
hill,68
cp,68
large,67
california,67
greater,67
say,67
transactions,67
attention,67
discussion,67
couple,67
stack,67
balance,67
table,67
includes,67
green,67
ponton,67
tetco,67
happy,66
partners,66
pro,66
plus,66
wells,66
fund,66
director,66
head,66
ext,66
option,66
gif,66
select,66
reliantenergy,66
room,65
oo,65
mobile,65
air,65
effort,65
browser,65
land,65
answer,65
confirmation,65
others,65
reserves,65
rc,65
key,65
william,65
reflect,65
koch,65
rebecca,65
earl,65
gomes,65
herrera,65
half,64
brand,64
london,64
non,64
nothing,64
savings,64
press,64
stay,64
shell,64
document,64
